N,P,K,temperature,humidity,ph,rainfall,label
35,42,49,23.02,88.72,6.51,649.41,field_pea
25,53,56,10.7,79.75,7.12,967.8,field_pea
59,59,57,22.12,66.56,6.95,646.92,field_pea
44,56,61,23.31,81.16,6.31,614.33,field_pea
56,42,66,10.13,73.99,6.49,710.58,field_pea
29,52,66,12.13,85.41,6.32,920.93,field_pea
54,33,64,19.07,63.08,7.12,827.17,field_pea
42,40,60,20.59,86.79,6.26,925.01,field_pea
22,54,64,13.02,89.8,6.34,794.28,field_pea
29,54,40,13.06,63.39,7.12,784.12,field_pea
40,36,37,21.97,67.23,6.81,742.64,field_pea
41,37,66,22.49,68.98,6.02,715.56,field_pea
26,49,66,17.41,78.77,6.63,846.5,field_pea
50,59,35,18.54,74.66,6.62,646.12,field_pea
42,30,55,20.84,76.02,6.55,976.51,field_pea
52,50,63,17.46,65.41,7.14,757.4,field_pea
42,46,52,13.96,71.99,6.56,879.12,field_pea
37,34,70,18.72,79.16,6.99,780.64,field_pea
55,30,56,12.51,75.27,7.33,889.7,field_pea
52,49,62,19.47,62.0,6.93,875.69,field_pea
45,50,47,25.0,85.42,6.01,852.55,field_pea
34,51,39,22.21,76.18,7.15,667.58,field_pea
22,28,74,18.92,85.73,6.99,628.2,field_pea
53,26,68,13.34,83.87,6.14,654.93,field_pea
41,57,37,18.94,64.4,7.33,896.96,field_pea
30,30,47,16.23,83.16,7.38,827.56,field_pea
30,46,37,23.47,61.59,6.54,908.27,field_pea
20,32,41,10.77,73.77,6.43,630.02,field_pea
42,20,58,16.51,85.71,6.55,661.43,field_pea
24,42,38,10.6,65.25,7.07,671.82,field_pea
44,41,35,11.79,79.0,7.45,894.76,field_pea
38,47,47,23.03,62.66,7.33,694.3,field_pea
56,41,53,20.59,73.89,6.59,681.71,field_pea
21,30,77,20.17,66.02,6.14,952.74,field_pea
47,43,43,11.61,72.4,6.88,707.81,field_pea
42,33,57,22.23,84.9,6.96,808.16,field_pea
40,42,63,24.25,69.96,6.56,962.68,field_pea
56,22,35,10.74,82.09,6.15,771.17,field_pea
31,29,33,19.17,85.79,6.16,875.17,field_pea
31,24,66,21.12,64.73,7.35,752.95,field_pea
26,45,76,14.95,85.49,6.44,938.52,field_pea
25,55,37,22.94,75.65,6.88,849.61,field_pea
59,22,52,19.03,69.0,6.32,655.08,field_pea
47,54,58,10.43,65.52,6.16,742.66,field_pea
46,44,79,14.96,60.31,6.77,730.72,field_pea
26,21,66,21.55,73.68,6.09,892.45,field_pea
52,37,45,13.73,69.25,6.02,822.41,field_pea
38,42,68,11.29,69.99,6.91,632.14,field_pea
31,52,76,12.65,63.34,6.92,621.6,field_pea
43,56,79,19.71,77.71,6.31,754.82,field_pea
51,27,34,10.51,88.31,7.07,602.73,field_pea
40,38,40,15.02,88.99,6.97,757.8,field_pea
42,32,61,19.08,77.41,6.01,839.94,field_pea
28,46,57,12.76,72.61,7.08,696.1,field_pea
58,25,36,21.05,81.37,7.14,601.65,field_pea
24,53,43,19.57,79.26,6.48,801.02,field_pea
31,53,35,17.2,75.63,6.67,661.61,field_pea
55,40,36,23.43,69.61,6.05,855.79,field_pea
32,40,51,19.03,74.73,6.77,847.64,field_pea
35,51,65,10.45,61.07,7.0,865.08,field_pea
60,23,35,17.05,65.52,7.17,719.91,field_pea
41,55,65,16.01,73.41,6.5,785.91,field_pea
22,44,75,13.62,77.78,7.42,635.39,field_pea
59,36,40,12.06,76.81,6.5,865.65,field_pea
29,54,46,20.35,81.5,6.72,713.63,field_pea
58,55,38,18.04,72.9,6.84,916.95,field_pea
36,52,80,18.04,85.0,7.46,915.83,field_pea
26,59,70,16.0,79.55,7.34,996.42,field_pea
26,29,53,20.19,71.87,6.61,902.94,field_pea
22,34,51,20.61,89.12,6.83,742.06,field_pea
53,36,56,19.07,61.24,7.49,875.96,field_pea
29,45,38,16.89,82.72,6.94,667.3,field_pea
57,59,62,21.96,60.84,6.9,922.08,field_pea
42,21,42,13.67,85.73,6.97,780.99,field_pea
47,26,59,17.58,72.32,6.32,787.19,field_pea
59,49,58,21.11,80.82,6.98,972.48,field_pea
27,47,60,21.47,64.66,6.25,792.32,field_pea
54,36,55,12.11,63.57,6.14,953.65,field_pea
52,32,28,29.21,68.0,7.81,563.36,sesame
88,27,53,27.1,55.71,5.57,740.27,sesame
78,42,47,32.52,52.87,6.79,643.54,sesame
94,40,33,29.58,43.94,7.29,748.99,sesame
98,36,33,29.55,64.51,5.66,761.77,sesame
80,42,23,34.21,67.75,7.53,739.01,sesame
46,43,24,28.75,67.23,7.07,619.58,sesame
97,34,40,32.71,68.83,5.6,776.98,sesame
85,48,23,31.44,60.73,6.99,560.62,sesame
82,34,32,34.54,52.27,7.5,572.34,sesame
80,42,45,25.04,55.91,7.55,610.13,sesame
89,28,26,30.94,57.47,7.54,532.25,sesame
75,33,40,26.15,53.71,6.47,670.41,sesame
76,30,49,31.55,42.9,7.72,644.27,sesame
49,46,21,28.57,56.57,6.65,726.84,sesame
78,43,48,25.51,64.5,7.45,764.71,sesame
83,24,43,29.55,55.07,6.44,784.04,sesame
70,27,46,32.5,59.44,6.38,744.03,sesame
77,25,22,30.33,41.58,5.82,525.17,sesame
55,41,23,28.79,62.86,7.38,617.9,sesame
86,40,52,27.76,45.67,5.76,779.76,sesame
75,31,25,30.67,42.97,5.6,540.63,sesame
82,34,44,32.12,61.56,6.95,749.41,sesame
74,37,31,29.82,53.1,7.92,743.07,sesame
92,37,49,34.75,41.53,7.23,547.1,sesame
56,30,58,27.73,47.25,6.35,525.3,sesame
40,37,44,31.73,54.08,7.04,523.44,sesame
75,46,56,28.67,60.93,6.05,591.87,sesame
91,32,21,32.63,60.71,7.94,667.18,sesame
53,40,41,29.5,43.78,6.43,502.33,sesame
55,40,49,34.37,40.62,6.32,683.39,sesame
88,25,57,32.75,49.03,5.56,538.45,sesame
73,28,32,30.86,46.37,7.16,694.38,sesame
78,25,44,27.79,53.61,5.77,663.03,sesame
83,39,40,28.99,65.86,5.82,632.03,sesame
58,29,52,31.25,62.87,7.86,606.62,sesame
44,47,37,31.0,43.92,7.5,509.4,sesame
85,31,53,27.47,49.01,7.09,700.04,sesame
58,43,56,27.23,46.6,7.42,670.77,sesame
58,35,37,30.81,62.84,6.68,702.65,sesame
74,22,35,28.62,50.94,7.87,753.63,sesame
77,28,53,28.07,59.24,7.74,716.91,sesame
86,48,23,34.42,46.78,5.52,503.21,sesame
43,21,49,25.37,60.06,7.81,722.0,sesame
84,20,56,33.52,61.01,6.64,736.83,sesame
71,24,24,28.5,65.85,6.18,749.28,sesame
67,23,33,31.88,46.0,5.91,678.87,sesame
76,39,44,31.48,44.46,6.21,730.9,sesame
68,31,37,30.17,69.85,6.46,735.93,sesame
49,28,57,25.02,43.61,7.62,701.63,sesame
71,38,57,30.9,67.44,7.9,713.45,sesame
72,39,51,30.73,52.39,7.34,511.04,sesame
83,27,31,33.03,46.95,5.58,581.42,sesame
49,48,57,29.94,61.43,6.98,576.63,sesame
79,21,50,34.31,64.24,6.52,779.91,sesame
89,44,27,34.14,52.02,6.1,676.16,sesame
48,46,46,25.18,67.23,5.83,561.04,sesame
95,48,27,27.4,54.53,7.05,555.21,sesame
88,39,33,29.44,45.67,7.09,733.47,sesame
74,32,33,31.65,68.97,6.79,711.18,sesame
50,45,34,31.76,66.69,6.76,506.53,sesame
60,38,51,31.07,42.32,5.62,605.08,sesame
91,40,46,29.41,47.0,6.3,534.38,sesame
70,29,47,29.71,55.0,7.09,671.28,sesame
97,38,46,32.96,57.6,7.14,568.22,sesame
61,33,38,25.89,49.72,6.94,631.08,sesame
59,44,53,30.59,54.25,6.46,600.07,sesame
50,41,38,28.85,60.96,7.09,750.12,sesame
71,33,43,34.41,52.22,6.33,501.68,sesame
99,31,38,26.56,48.32,6.43,725.04,sesame
90,50,51,31.65,44.32,6.49,688.52,sesame
82,41,40,29.15,56.66,5.98,640.45,sesame
99,38,45,34.21,44.74,6.98,572.24,sesame
91,46,57,34.57,66.58,6.03,664.05,sesame
89,45,28,30.11,58.61,5.95,687.61,sesame
76,24,33,28.24,50.04,7.42,547.49,sesame
83,30,58,30.43,58.74,5.96,785.42,sesame
94,46,33,29.29,69.2,6.39,713.86,sesame
66,40,46,33.51,51.73,7.14,638.52,sesame
82,30,47,27.69,52.42,7.94,708.61,sesame
48,20,50,28.05,42.53,7.23,711.47,sesame
92,26,32,29.11,57.41,7.07,650.24,sesame
57,47,54,31.08,54.01,6.15,517.51,sesame
96,41,55,26.37,44.35,5.63,659.16,sesame
61,44,53,25.07,50.44,6.44,654.13,sesame
55,33,58,33.29,59.42,6.15,645.97,sesame
82,37,40,31.89,51.49,7.01,780.04,sesame
52,39,30,32.65,65.59,6.54,686.74,sesame
58,41,40,32.43,53.89,6.0,720.13,sesame
42,24,44,34.93,68.26,5.93,564.46,sesame
78,24,47,29.9,42.84,7.49,745.81,sesame
92,31,42,28.25,53.08,7.35,737.38,sesame
49,28,42,32.98,64.05,7.08,697.77,sesame
46,23,55,26.56,48.33,7.09,793.31,sesame
74,30,30,28.41,66.58,7.38,587.13,sesame
44,21,55,33.81,50.52,5.78,583.71,sesame
79,31,55,31.01,54.34,6.69,526.38,sesame
86,23,39,29.04,67.43,5.76,607.36,sesame
67,27,32,28.56,65.39,7.84,775.45,sesame
62,43,29,30.81,59.88,7.57,735.28,sesame
68,40,38,33.85,50.77,7.9,719.0,sesame
53,40,28,34.2,49.87,6.22,518.88,sesame
45,31,41,27.78,57.36,7.13,693.53,sesame
68,22,30,31.24,68.9,7.57,798.35,sesame
89,48,51,29.8,56.8,6.11,509.08,sesame
95,22,39,25.59,48.47,6.08,636.09,sesame
65,45,25,27.01,49.39,7.68,697.08,sesame
93,32,51,30.8,64.25,7.96,610.65,sesame
61,22,20,32.35,48.07,7.79,797.08,sesame
78,48,49,33.87,60.11,7.58,764.04,sesame
64,45,23,32.88,44.64,7.4,773.15,sesame
51,37,33,31.82,46.31,7.02,678.53,sesame
100,45,43,34.02,58.42,5.8,774.92,sesame
66,33,59,28.13,66.17,5.86,738.73,sesame
61,40,41,26.85,56.77,6.33,584.95,sesame
61,47,37,26.15,56.06,7.76,504.48,sesame
60,20,60,31.35,46.84,6.42,794.52,sesame
49,33,23,26.34,50.56,6.63,534.55,sesame
74,24,56,27.67,45.3,6.1,756.91,sesame
72,48,35,25.41,53.68,5.52,511.17,sesame
80,38,53,26.14,45.34,6.79,589.71,sesame
94,33,56,33.39,67.85,6.05,507.41,sesame
92,44,48,29.23,47.92,5.79,787.4,sesame
62,50,32,27.35,67.29,7.69,612.73,sesame
56,38,22,27.81,57.1,6.29,513.16,sesame
79,31,43,27.95,44.47,5.68,701.73,sesame
54,25,22,32.95,47.13,6.76,727.27,sesame
72,25,54,30.4,47.54,6.4,764.83,sesame
72,37,47,26.8,57.1,6.23,721.81,sesame
91,36,59,26.5,61.44,6.14,611.75,sesame
56,30,34,26.54,68.49,6.34,798.37,sesame
78,34,54,27.62,58.99,6.94,523.04,sesame
71,41,49,27.47,64.02,6.46,526.19,sesame
62,43,24,33.31,41.69,7.2,629.2,sesame
51,25,43,29.34,63.4,6.41,647.04,sesame
54,21,58,32.64,60.11,6.1,608.24,sesame
80,25,21,32.87,62.82,7.76,588.07,sesame
58,45,52,32.41,50.82,8.0,542.77,sesame
76,25,26,30.02,43.34,6.08,537.06,sesame
74,26,30,30.03,66.76,6.83,656.85,sesame
98,27,26,26.84,69.06,6.15,592.15,sesame
66,36,38,34.95,59.12,6.16,715.5,sesame
60,40,30,25.08,61.72,6.44,537.18,sesame
70,43,43,26.82,46.64,5.55,723.11,sesame
80,38,40,25.23,43.73,6.12,506.09,sesame
83,24,46,33.37,65.62,6.87,736.35,sesame
47,39,49,32.63,50.19,6.33,640.64,sesame
57,39,50,27.3,61.62,6.15,709.28,sesame
59,45,24,34.15,50.96,5.94,700.26,sesame
42,37,52,30.0,44.93,7.76,744.23,sesame
79,19,77,18.8,56.4,5.55,1055.31,noug
48,44,56,17.68,51.81,5.69,859.92,noug
40,10,24,24.13,72.81,6.58,1060.11,noug
63,44,52,22.41,63.82,6.77,910.18,noug
70,33,38,23.0,79.43,6.82,974.47,noug
46,28,56,16.53,59.56,6.38,842.38,noug
50,43,39,23.2,78.86,6.62,887.38,noug
34,29,78,21.76,78.25,5.5,1052.3,noug
66,47,58,18.11,61.56,6.99,932.99,noug
63,27,56,19.28,55.85,6.99,947.77,noug
68,20,64,15.47,64.7,7.1,993.68,noug
53,34,78,17.78,77.7,5.7,985.63,noug
84,29,60,15.47,55.36,5.74,1186.61,noug
79,13,58,16.05,60.89,6.41,1162.56,noug
34,44,40,15.93,71.79,5.81,1197.57,noug
45,42,68,17.82,66.71,6.58,1118.32,noug
63,24,45,19.4,75.16,5.87,1107.85,noug
50,12,77,19.59,79.19,5.59,983.09,noug
32,48,64,22.66,69.96,6.42,1072.76,noug
46,41,26,19.62,78.21,6.87,1095.6,noug
34,17,57,18.37,71.54,6.49,1165.84,noug
76,19,53,15.0,52.13,6.43,904.21,noug
67,42,21,20.9,72.29,5.61,1153.72,noug
74,45,33,17.79,63.17,7.24,897.95,noug
86,26,42,23.76,57.03,5.67,1120.63,noug
61,42,47,15.7,72.28,6.51,1179.77,noug
35,33,75,18.52,60.51,7.35,1044.1,noug
50,21,45,22.84,61.65,5.68,1061.86,noug
33,46,46,17.37,73.57,5.7,953.7,noug
62,49,36,16.41,67.71,5.9,1175.13,noug
35,43,42,24.66,52.98,6.05,823.5,noug
63,38,48,15.16,72.82,6.85,833.85,noug
39,34,21,23.22,53.4,7.04,897.04,noug
34,26,27,18.31,56.48,5.87,1081.03,noug
84,10,41,20.15,69.71,6.73,1139.38,noug
39,15,69,19.63,63.98,6.58,1019.13,noug
90,16,49,20.73,69.33,7.3,849.6,noug
31,46,61,20.08,66.69,6.47,1073.74,noug
73,43,69,18.6,63.23,7.46,920.75,noug
49,14,40,22.4,74.68,7.38,944.93,noug
61,15,42,20.06,78.99,5.81,1199.67,noug
61,29,69,23.83,76.46,6.69,839.05,noug
81,34,41,20.66,53.31,6.6,1002.63,noug
55,14,57,20.74,76.86,7.07,903.22,noug
78,33,79,22.71,72.97,7.17,897.73,noug
73,26,67,20.45,60.72,7.16,944.38,noug
66,38,76,16.62,59.26,5.85,856.06,noug
37,47,29,15.9,74.21,6.91,830.93,noug
44,26,59,17.85,50.57,6.36,1199.62,noug
65,12,26,20.08,56.1,7.13,955.68,noug
64,43,64,18.95,58.51,6.13,1032.25,noug
36,40,42,18.2,54.23,5.54,1042.42,noug
67,44,72,19.29,55.74,5.6,1013.74,noug
86,37,58,19.03,65.18,5.93,863.55,noug
36,14,41,20.17,52.31,6.94,1015.54,noug
50,32,76,17.98,66.47,6.69,1019.77,noug
88,23,65,22.21,78.29,6.22,1020.73,noug
65,35,28,21.76,73.63,6.93,912.08,noug
45,18,58,15.87,50.83,5.96,860.79,noug
57,45,45,16.54,79.21,5.88,1192.39,noug
72,44,29,16.47,52.89,7.36,854.41,noug
77,11,44,17.19,76.27,6.24,967.94,noug
74,30,45,19.38,55.77,6.72,1030.95,noug
38,27,49,24.44,71.9,6.88,914.88,noug
63,26,80,20.39,62.86,5.68,1147.72,noug
67,13,69,22.98,69.13,7.48,1095.86,noug
83,45,41,24.15,62.17,6.03,1031.58,noug
74,16,53,19.24,51.4,6.67,954.93,noug
72,12,38,18.34,54.07,7.08,1093.94,noug
51,22,34,19.31,57.2,7.33,1074.35,noug
38,36,41,17.78,62.26,7.49,986.98,noug
77,20,40,20.19,78.94,5.84,905.38,noug
88,26,79,17.7,74.7,5.74,904.91,noug
56,14,75,19.63,60.91,5.57,914.46,noug
86,20,23,24.76,64.6,7.06,803.5,noug
60,12,41,23.83,64.91,5.68,806.79,noug
54,38,52,19.05,76.22,6.36,964.06,noug
36,46,47,24.25,65.62,7.09,1078.85,noug
57,36,70,16.1,78.76,7.27,841.04,noug
56,33,57,16.06,58.68,7.15,819.39,noug
44,21,71,23.91,56.9,5.75,958.13,noug
58,33,68,19.77,75.35,6.67,1175.22,noug
66,20,60,23.94,77.43,7.49,918.48,noug
40,45,79,15.78,75.6,7.16,1130.19,noug
79,27,67,18.03,61.42,7.33,841.29,noug
55,31,52,16.62,65.14,7.03,930.47,noug
61,47,58,22.9,52.55,6.08,1083.34,noug
39,37,40,18.37,71.27,6.5,1164.67,noug
88,14,77,15.91,53.03,6.43,964.61,noug
47,22,74,21.61,55.6,6.36,975.43,noug
57,23,47,23.46,76.45,6.14,913.72,noug
52,24,78,17.09,66.96,6.2,1104.74,noug
53,23,38,24.3,78.99,6.13,1075.93,noug
45,23,76,23.96,55.55,5.74,1103.61,noug
31,26,27,21.42,51.78,5.86,1091.83,noug
48,27,33,15.47,73.85,5.79,1144.79,noug
31,46,41,24.33,61.45,7.43,932.31,noug
63,25,51,24.16,56.93,5.92,860.95,noug
75,35,61,15.42,59.12,7.15,1099.71,noug
53,15,68,19.66,66.98,7.02,821.62,noug
66,27,73,15.01,72.59,5.56,1081.6,noug
64,14,32,19.18,73.71,5.95,873.87,noug
80,40,39,23.3,59.7,7.38,1137.91,noug
38,27,45,24.8,78.48,5.52,1068.85,noug
64,48,56,17.22,54.69,7.29,871.58,noug
66,48,26,17.86,71.2,6.8,821.38,noug
37,30,27,15.18,54.59,6.85,867.32,noug
40,29,71,23.27,64.59,6.2,900.8,noug
37,21,26,21.96,53.64,6.11,855.43,noug
32,16,64,23.65,74.92,6.31,955.1,noug
63,26,76,19.06,68.84,5.88,1056.69,noug
54,14,36,17.11,57.01,6.15,1168.68,noug
81,29,30,21.91,79.74,5.79,995.4,noug
49,24,72,17.28,75.5,6.85,855.82,noug
47,29,68,16.71,78.82,6.48,827.91,noug
64,14,57,15.44,60.97,6.11,947.56,noug
61,20,69,23.8,72.97,6.26,817.05,noug
52,24,77,18.59,75.29,6.67,948.5,noug
65,41,31,22.5,67.98,7.35,1155.02,noug
38,23,69,16.12,61.12,6.93,1039.57,noug
58,30,25,21.64,70.57,5.71,884.25,noug
78,12,31,20.09,74.52,6.74,982.84,noug
84,32,30,22.15,71.9,6.66,908.12,noug
54,13,31,15.63,67.98,5.74,975.72,noug
82,36,58,20.39,52.17,7.0,1049.96,noug
68,15,55,20.55,74.74,6.11,1085.61,noug
51,26,63,16.98,51.34,5.83,1185.39,noug
83,20,60,18.03,72.1,6.57,862.42,noug
62,36,61,24.9,77.11,7.44,1135.32,noug
66,49,23,20.11,62.55,7.01,1064.38,noug
78,29,80,16.8,65.8,6.92,1059.08,noug
76,19,76,20.07,79.53,6.4,984.0,noug
46,22,70,20.94,58.22,6.29,860.43,noug
71,36,68,21.28,55.88,7.21,803.51,noug
31,12,49,21.81,50.56,6.87,1017.22,noug
53,35,47,18.28,68.4,5.9,866.48,noug
72,42,76,16.59,55.23,6.86,945.65,noug
60,18,45,19.54,64.23,6.88,1134.47,noug
34,18,28,21.93,76.23,6.1,1146.31,noug
65,14,44,21.51,58.53,6.03,1045.75,noug
32,18,55,23.03,60.31,6.91,944.9,noug
48,23,45,24.82,75.68,6.6,1090.74,noug
83,11,72,17.06,70.01,7.13,827.89,noug
86,50,69,16.68,66.56,6.16,813.44,noug
85,19,20,17.9,75.21,6.25,967.98,noug
75,37,63,23.95,59.86,6.09,1010.31,noug
54,42,28,23.67,52.0,7.38,1191.02,noug
46,32,27,17.16,74.37,5.73,1199.78,noug
35,10,27,22.16,59.2,6.09,1091.03,noug
42,18,34,23.46,72.43,5.53,974.73,noug
79,30,92,15.06,54.94,6.08,1001.06,linseed
66,37,82,16.97,57.25,6.97,999.17,linseed
78,36,54,16.45,66.18,6.8,1028.26,linseed
83,47,47,15.42,53.98,6.17,726.65,linseed
51,27,52,11.9,67.95,6.41,1148.04,linseed
49,25,99,20.53,50.89,7.38,711.36,linseed
77,39,67,20.41,69.72,7.29,1014.43,linseed
73,46,70,16.84,74.95,6.46,1055.92,linseed
50,30,48,16.34,56.05,6.51,1267.29,linseed
71,43,66,15.54,60.21,6.53,927.77,linseed
61,53,58,17.26,64.24,7.18,1148.01,linseed
45,58,32,19.36,54.9,6.04,1142.3,linseed
87,40,86,10.93,69.22,6.8,1059.7,linseed
80,25,93,13.92,76.81,6.56,838.66,linseed
69,57,36,19.21,50.73,6.26,977.02,linseed
58,42,97,24.4,74.71,6.2,1247.87,linseed
60,33,75,22.68,59.88,7.16,827.67,linseed
66,52,44,20.26,50.13,6.53,747.5,linseed
72,31,74,10.66,71.45,6.28,1213.37,linseed
60,20,79,16.86,56.77,6.93,1150.0,linseed
55,43,72,13.48,72.86,6.2,1246.34,linseed
63,28,35,13.63,72.98,6.29,863.97,linseed
84,48,44,24.05,60.21,6.62,1286.75,linseed
49,22,51,23.53,70.02,6.41,757.66,linseed
78,44,68,20.13,52.84,6.74,1012.91,linseed
85,55,98,11.81,69.91,7.32,1279.39,linseed
59,39,57,20.86,51.38,7.38,1280.05,linseed
66,38,34,11.44,50.03,6.78,954.38,linseed
75,56,49,12.42,66.98,6.16,1253.19,linseed
61,28,67,13.99,57.45,6.56,1241.22,linseed
77,27,70,18.53,66.58,6.23,1096.33,linseed
85,30,55,23.02,78.12,6.96,1225.1,linseed
78,48,89,11.52,63.71,7.21,815.3,linseed
68,42,30,18.63,57.28,6.01,975.35,linseed
87,54,69,16.58,50.06,7.27,1081.11,linseed
86,48,88,15.01,55.81,6.09,913.3,linseed
54,28,48,22.25,50.68,6.2,844.0,linseed
58,46,56,20.25,79.44,7.42,1134.05,linseed
68,45,70,14.1,53.78,6.45,1029.47,linseed
51,54,52,16.1,55.5,6.73,1102.95,linseed
56,26,92,12.46,60.93,6.16,798.17,linseed
85,31,71,13.36,59.16,6.33,1114.87,linseed
85,22,62,19.33,73.92,7.15,969.15,linseed
80,28,30,15.88,50.51,7.4,1117.37,linseed
60,21,78,16.66,71.23,6.02,1173.48,linseed
90,53,83,16.66,61.07,6.58,735.09,linseed
50,29,72,13.12,77.93,6.04,1075.12,linseed
66,21,33,13.14,64.93,6.43,863.52,linseed
63,54,84,15.6,79.19,6.22,1219.18,linseed
41,59,52,23.14,71.84,6.6,964.71,linseed
78,58,96,13.34,73.39,6.22,1107.63,linseed
55,48,99,10.21,61.27,6.98,1261.67,linseed
96,43,70,17.67,61.63,6.31,994.9,linseed
47,59,71,19.2,72.29,6.53,849.23,linseed
64,21,60,23.71,50.86,6.24,953.71,linseed
66,29,60,19.95,57.18,7.43,982.07,linseed
71,45,81,13.48,74.21,6.17,1268.91,linseed
100,51,46,11.87,52.95,6.26,1055.98,linseed
81,30,72,19.13,71.03,7.42,771.61,linseed
82,47,56,17.5,64.27,6.27,1043.13,linseed
53,55,94,20.67,62.84,6.89,747.53,linseed
94,34,82,22.36,60.73,7.04,1087.23,linseed
55,29,65,10.68,63.71,6.2,1259.6,linseed
77,30,68,23.57,59.31,6.08,1159.61,linseed
54,58,74,18.14,72.51,7.43,1030.44,linseed
75,39,51,22.43,63.59,6.73,1160.6,linseed
91,35,79,20.44,52.56,6.59,1150.86,linseed
87,53,71,19.77,51.04,6.96,710.37,linseed
66,20,84,17.95,76.23,6.49,1269.37,linseed
47,23,96,12.51,70.64,7.01,929.99,linseed
64,44,69,14.5,64.83,6.92,1021.46,linseed
76,40,56,12.18,53.21,6.18,990.63,linseed
55,35,43,18.98,61.69,6.37,1285.11,linseed
85,33,90,24.38,77.83,6.87,1082.12,linseed
51,36,69,11.45,52.89,6.76,879.01,linseed
72,27,82,18.17,66.77,7.18,1130.98,linseed
94,52,69,13.21,58.63,6.65,1017.56,linseed
50,57,47,10.92,61.89,6.3,774.1,linseed
43,37,46,14.34,54.05,6.24,1120.07,linseed
40,32,50,17.86,57.65,7.39,993.15,linseed
65,38,92,17.49,63.01,6.46,1136.04,linseed
68,22,47,22.35,73.74,6.41,1212.15,linseed
65,57,100,22.57,70.8,6.95,710.89,linseed
62,54,97,20.33,79.39,7.07,711.39,linseed
83,45,46,21.1,50.94,6.4,908.85,linseed
58,48,96,21.08,78.35,6.41,1011.14,linseed
80,25,92,20.46,78.78,6.53,984.2,linseed
66,40,31,18.2,63.25,6.22,1141.16,linseed
59,24,44,24.58,73.16,6.84,1128.91,linseed
66,36,54,21.95,65.87,7.14,1083.78,linseed
75,42,68,12.93,78.41,6.63,1049.05,linseed
57,34,49,14.2,53.55,7.06,1142.89,linseed
85,50,99,16.98,62.97,7.44,1030.56,linseed
87,56,39,12.16,72.54,7.43,1153.4,linseed
92,36,42,22.89,58.97,6.79,803.6,linseed
80,57,83,23.6,51.47,6.01,1230.67,linseed
74,20,81,19.36,75.28,7.23,1035.54,linseed
46,58,75,24.57,67.0,6.14,983.89,linseed
60,55,83,17.09,56.76,6.38,1083.38,linseed
81,32,34,20.43,55.66,6.98,1133.52,linseed
62,31,41,18.44,76.95,7.08,774.29,linseed
81,59,36,22.25,74.37,6.72,848.82,linseed
45,24,39,18.92,55.64,7.24,1282.22,linseed
100,48,33,21.43,74.69,7.23,794.24,linseed
45,22,89,20.28,65.81,6.95,1166.56,linseed
67,24,54,23.35,74.93,6.88,892.92,linseed
90,29,49,23.13,56.63,6.32,945.74,linseed
49,29,35,13.49,57.54,6.34,1221.27,linseed
90,43,42,21.08,52.24,6.43,950.21,linseed
53,49,41,19.32,58.56,7.15,834.65,linseed
45,52,57,11.72,64.56,6.6,1227.13,linseed
64,31,50,13.73,61.73,7.29,1015.82,linseed
64,24,49,23.95,59.02,7.22,711.76,linseed
90,39,56,11.93,52.33,6.27,1221.02,linseed
88,47,35,18.77,63.8,7.47,1297.7,linseed
95,39,81,13.69,61.28,7.29,817.67,linseed
90,47,90,14.25,77.19,7.21,1214.66,linseed
47,35,72,11.43,78.1,6.7,719.54,linseed
59,20,72,12.63,68.56,7.14,1157.66,linseed
96,36,93,24.48,77.72,6.93,1282.69,linseed
92,45,54,15.75,79.99,7.11,1244.48,linseed
53,47,50,11.95,62.15,7.3,1284.05,linseed
70,42,76,10.57,56.27,6.3,1098.75,linseed
93,48,73,20.45,55.89,6.34,751.06,linseed
74,47,66,11.91,60.68,6.42,983.52,linseed
89,27,51,16.48,70.11,6.2,869.98,linseed
84,47,97,11.02,68.7,7.01,929.93,linseed
40,39,52,10.82,58.82,6.2,864.31,linseed
60,38,46,20.71,59.37,6.06,1231.27,linseed
51,56,46,12.19,67.03,7.29,1190.84,linseed
88,27,100,12.91,54.15,7.01,763.34,linseed
70,30,39,20.48,67.86,6.17,947.51,linseed
45,41,82,20.64,58.83,6.27,985.11,linseed
100,51,64,22.25,71.55,7.22,983.29,linseed
53,39,70,10.15,78.59,6.39,1155.86,linseed
59,26,46,20.77,77.53,6.69,894.03,linseed
94,57,83,13.48,72.94,7.34,826.13,linseed
98,27,35,14.07,67.73,6.38,953.03,linseed
88,46,71,23.94,72.59,7.08,846.94,linseed
54,34,47,17.58,58.21,6.28,1243.55,linseed
57,54,77,21.51,52.49,6.36,1245.71,linseed
85,52,80,20.5,53.75,7.23,773.86,linseed
80,28,43,14.44,61.68,7.4,867.6,linseed
52,47,94,21.58,55.35,7.41,1003.12,linseed
71,40,78,10.78,77.29,6.51,764.88,linseed
72,42,67,10.2,64.43,6.27,1037.84,linseed
98,51,37,13.65,60.01,6.77,1247.88,linseed
55,36,80,18.02,61.63,7.03,1260.91,linseed
45,35,94,10.83,75.11,6.91,964.29,linseed
91,50,84,13.19,77.29,7.04,1169.26,linseed
57,50,40,25.46,55.84,6.69,653.07,groundnut
51,61,59,26.17,72.94,6.96,548.54,groundnut
53,63,44,31.84,64.86,5.96,787.34,groundnut
73,36,59,25.07,75.95,6.34,829.78,groundnut
44,67,51,28.31,65.72,5.75,540.84,groundnut
25,44,53,34.62,59.54,5.98,532.16,groundnut
